CODIGO_VENDA;DATA_VENDA;CODIGO_CLIENTE;CODIGO_LOJA_VENDEDOR;FORMA_PAGAMENTO;TIPO_PAGAMENTO;VALOR_FINAL
876;2022-06-03 11:11:16;281;7;1.0;PARCELADO;1699.8200000000002
1716;2022-06-03 13:05:12;1196;6;3.0;A VISTA;321.92
626;2022-06-03 17:33:58;597;8;3.0;A VISTA;2592.12
1836;2022-06-04 11:54:58;1307;5;2.0;PARCELADO;691.46
217;2022-06-07 14:29:41;1333;6;4.0;A VISTA;27.56
1486;2022-06-08 12:28:56;451;7;4.0;A VISTA;1069.02
1218;2022-06-10 10:19:42;1292;6;4.0;A VISTA;810.4300000000001
704;2022-06-12 16:13:25;441;4;3.0;A VISTA;1180.52
437;2022-06-13 16:13:42;590;3;4.0;A VISTA;866.89
1168;2022-06-14 14:39:43;334;2;4.0;A VISTA;10.71
2193;2022-06-15 09:34:01;110;10;2.0;PARCELADO;527.08
1304;2022-06-15 10:50:54;600;9;4.0;A VISTA;1118.77
1240;2022-06-15 11:04:35;1199;10;2.0;A VISTA;53.81
902;2022-06-15 17:38:52;472;3;1.0;A VISTA;136.35
1458;2022-06-16 11:00:01;604;5;1.0;A VISTA;531.72
1174;2022-06-16 12:15:24;657;8;4.0;A VISTA;519.78
2439;2022-06-16 15:55:02;1039;14;4.0;A VISTA;844.74
452;2022-06-17 10:54:42;72;15;4.0;A VISTA;3226.01
865;2022-06-17 12:25:44;416;9;4.0;A VISTA;191.01
2063;2022-06-18 10:22:09;527;12;3.0;A VISTA;1016.1200000000001
1551;2022-06-19 13:22:18;884;3;4.0;PARCELADO;73.85
1336;2022-06-22 10:47:22;536;16;3.0;PARCELADO;1885.14
1224;2022-06-25 10:19:32;463;12;1.0;PARCELADO;392.18
985;2022-06-25 12:57:33;1220;10;1.0;A VISTA;2716.4
1340;2022-06-25 13:09:18;828;11;2.0;PARCELADO;1102.46
1342;2022-06-26 04:21:44;1090;0;1.0;A VISTA;2010.69
2422;2022-06-26 14:05:24;1066;15;2.0;PARCELADO;72.14
546;2022-06-28 16:32:21;1314;16;4.0;PARCELADO;1676.63
1863;2022-07-01 16:51:47;607;16;2.0;A VISTA;1000.06
1659;2022-07-01 17:50:22;1202;6;4.0;PARCELADO;2160.5099999999998
1647;2022-07-03 14:33:43;143;2;4.0;A VISTA;1592.21
524;2022-07-06 12:32:20;878;3;2.0;A VISTA;3259.84
180;2022-07-06 15:33:16;1179;10;4.0;A VISTA;227.45
946;2022-07-06 17:33:56;1293;7;1.0;A VISTA;160.66
1192;2022-07-08 13:44:36;352;10;4.0;PARCELADO;612.63
1511;2022-07-09 12:28:40;1046;14;1.0;PARCELADO;666.6899999999999
1083;2022-07-09 16:53:43;63;8;3.0;PARCELADO;1328.0900000000001
598;2022-07-10 10:14:17;608;6;3.0;PARCELADO;712.62
639;2022-07-10 15:17:27;473;6;2.0;A VISTA;1273.3999999999999
1260;2022-07-12 05:30:47;132;0;3.0;A VISTA;464.65999999999997
1261;2022-07-12 05:30:47;728;1;4.0;A VISTA;28.12
1960;2022-07-12 10:23:07;525;2;2.0;A VISTA;271.9
1563;2022-07-12 13:25:34;1286;3;4.0;PARCELADO;1095.75
759;2022-07-12 17:41:08;1298;2;1.0;A VISTA;292.05
1097;2022-07-14 10:33:32;1162;13;2.0;PARCELADO;961.1600000000001
2509;2022-07-15 14:05:21;1026;10;2.0;A VISTA;386.35
75;2022-07-23 10:26:47;18;16;1.0;A VISTA;1154.89
1274;2022-07-23 12:49:18;389;4;1.0;A VISTA;305.65
2311;2022-07-26 11:01:46;108;7;4.0;PARCELADO;1376.55
2296;2022-07-26 12:23:25;278;9;3.0;A VISTA;1795.29
344;2022-07-27 04:44:07;181;0;2.0;A VISTA;815.41
2360;2022-07-28 13:34:06;358;15;4.0;PARCELADO;999.6500000000001
1756;2022-07-30 11:02:24;781;7;4.0;A VISTA;128.03
1098;2022-07-31 01:24:02;119;0;2.0;A VISTA;2042.24
1018;2022-07-31 16:45:42;618;14;1.0;A VISTA;278.54
1091;2022-08-01 10:29:57;633;12;4.0;A VISTA;2042.42
1219;2022-08-01 11:44:06;1247;2;4.0;PARCELADO;1100.26
1668;2022-08-01 17:47:03;410;6;1.0;PARCELADO;1838.56
393;2022-08-02 09:14:58;799;16;3.0;A VISTA;496.40000000000003
2077;2022-08-02 10:54:26;238;0;3.0;A VISTA;2205.88
2078;2022-08-02 10:54:26;923;1;4.0;A VISTA;989.7
427;2022-08-02 11:02:45;664;16;2.0;A VISTA;724.25
357;2022-08-02 17:29:19;972;14;2.0;A VISTA;966.14
358;2022-08-02 17:29:19;1333;1;1.0;A VISTA;993.48
997;2022-08-03 09:32:12;656;10;3.0;A VISTA;158.78
1206;2022-08-04 10:20:12;1094;4;1.0;A VISTA;1209.92
940;2022-08-06 11:06:14;234;3;4.0;A VISTA;788.7
214;2022-08-07 11:02:03;442;11;3.0;A VISTA;360.5
2307;2022-08-07 15:00:36;52;11;2.0;A VISTA;1159.6299999999999
207;2022-08-08 12:34:33;410;15;3.0;PARCELADO;1611.63
2322;2022-08-09 15:25:01;1320;9;1.0;PARCELADO;1122.35
2323;2022-08-09 15:25:01;146;1;1.0;A VISTA;1096.01
2416;2022-08-10 15:51:12;1161;15;2.0;A VISTA;1047.49
54;2022-08-15 11:36:34;83;12;2.0;A VISTA;1071.16
2259;2022-08-17 09:42:52;1332;3;4.0;PARCELADO;274.97
1736;2022-08-17 14:12:58;944;4;2.0;PARCELADO;1505.13
1217;2022-08-17 14:18:57;191;12;1.0;PARCELADO;215.28
176;2022-08-20 10:37:45;1391;11;4.0;PARCELADO;1397.78
718;2022-08-22 10:30:47;657;16;3.0;A VISTA;1643.49
1585;2022-08-22 13:41:28;470;2;1.0;A VISTA;1528.37
729;2022-08-26 13:35:41;145;2;3.0;A VISTA;24.66
502;2022-08-26 13:51:48;523;6;4.0;A VISTA;932.4300000000001
66;2022-08-26 14:55:46;929;8;1.0;A VISTA;58.88
274;2022-08-27 14:12:49;950;7;4.0;A VISTA;1380.99
1635;2022-08-27 15:43:49;297;14;2.0;A VISTA;1156.0400000000002
119;2022-08-27 16:20:13;229;12;1.0;A VISTA;867.28
350;2022-08-28 11:14:42;1294;7;3.0;PARCELADO;856.53
2521;2022-08-30 10:45:30;960;14;3.0;A VISTA;1428.55
1598;2022-08-30 14:19:02;520;4;2.0;A VISTA;765.69
484;2022-08-30 17:22:55;1040;15;4.0;A VISTA;312.86
1730;2022-09-01 13:01:02;374;6;4.0;A VISTA;248.67
1953;2022-09-02 10:00:43;71;2;3.0;PARCELADO;560.52
1954;2022-09-02 10:00:43;700;1;1.0;A VISTA;1071.94
2405;2022-09-02 14:53:51;941;4;2.0;PARCELADO;1265.68
1753;2022-09-03 09:22:49;827;5;3.0;PARCELADO;2576.87
339;2022-09-03 11:46:17;1101;2;3.0;A VISTA;32.55
52;2022-09-05 16:34:05;227;3;4.0;A VISTA;676.34
2446;2022-09-05 17:53:51;4;6;3.0;A VISTA;735.33
714;2022-09-06 14:12:50;635;5;3.0;A VISTA;1591.35
1970;2022-09-09 04:55:42;674;0;4.0;PARCELADO;2346.04
1987;2022-09-10 15:56:07;901;3;4.0;A VISTA;3897.33
1512;2022-09-17 13:07:28;44;10;2.0;A VISTA;371.84000000000003
1583;2022-09-18 11:08:14;856;8;3.0;A VISTA;1244.09
1417;2022-09-20 15:16:18;337;2;1.0;A VISTA;2100.19
287;2022-09-20 16:51:39;586;5;4.0;A VISTA;1703.35
1800;2022-09-22 10:24:21;776;15;4.0;A VISTA;674.74
2280;2022-09-23 14:35:12;1137;9;2.0;A VISTA;786.84
1575;2022-09-24 10:28:10;124;12;1.0;A VISTA;1234.58
459;2022-09-25 13:56:14;781;14;4.0;A VISTA;2157.31
1053;2022-09-26 10:58:08;38;9;4.0;PARCELADO;5.08
2038;2022-09-26 15:01:03;573;2;1.0;A VISTA;1314.07
1910;2022-09-30 13:03:38;1264;8;1.0;A VISTA;1117.49
1862;2022-10-02 14:14:42;914;8;3.0;A VISTA;1045.8700000000001
149;2022-10-03 10:56:33;885;3;2.0;A VISTA;1288.85
1941;2022-10-03 14:43:03;377;6;4.0;A VISTA;20.53
906;2022-10-06 13:05:42;378;15;4.0;A VISTA;1081.87
642;2022-10-06 15:15:48;484;9;1.0;A VISTA;1651.2299999999998
737;2022-10-09 12:06:23;600;9;4.0;PARCELADO;112.44999999999999
190;2022-10-11 14:52:27;1334;9;4.0;A VISTA;1693.55
5;2022-10-12 15:28:22;222;14;3.0;A VISTA;277.95
198;2022-10-13 14:26:55;831;4;3.0;A VISTA;946.51
705;2022-10-13 17:42:17;1387;3;1.0;A VISTA;3326.37
706;2022-10-13 17:42:17;335;1;3.0;A VISTA;733.41
1758;2022-10-15 11:35:03;401;12;4.0;PARCELADO;1251.58
476;2022-10-16 15:36:25;413;3;3.0;A VISTA;339.12
778;2022-10-16 16:11:28;849;9;4.0;A VISTA;1247.37
526;2022-10-18 09:40:49;114;6;3.0;PARCELADO;1124.74
1831;2022-10-18 10:32:21;847;8;2.0;A VISTA;890.9
7;2022-10-18 20:25:25;545;0;4.0;PARCELADO;44.22
1362;2022-10-19 13:57:17;32;11;1.0;A VISTA;1378.03
2288;2022-10-21 12:55:41;187;10;2.0;A VISTA;484.19
1905;2022-10-22 09:23:16;198;13;3.0;PARCELADO;1094.77
1701;2022-10-22 14:49:55;231;5;3.0;A VISTA;1233.59
980;2022-10-24 06:50:16;840;0;4.0;A VISTA;606.01
2510;2022-10-24 17:38:14;1195;10;2.0;A VISTA;1165.1100000000001
2511;2022-10-24 17:38:14;325;1;2.0;A VISTA;1232.13
2308;2022-10-25 09:19:16;351;6;1.0;A VISTA;396.69
595;2022-10-26 10:01:27;455;14;3.0;A VISTA;2.83
1209;2022-10-26 10:55:23;1170;10;3.0;A VISTA;745.04
2241;2022-10-26 14:48:31;1232;3;1.0;PARCELADO;949.51
2141;2022-10-26 14:49:21;1327;15;3.0;A VISTA;1452.65
992;2022-10-26 17:37:44;409;0;1.0;A VISTA;871.64
777;2022-10-28 09:15:51;839;13;2.0;A VISTA;1317.47
1990;2022-10-30 11:50:01;547;8;1.0;A VISTA;822.78
1726;2022-10-30 16:13:53;1295;7;3.0;A VISTA;643.17
545;2022-10-31 15:56:42;233;10;4.0;PARCELADO;1152.07
701;2022-11-02 11:02:25;1032;14;2.0;A VISTA;581.4300000000001
679;2022-11-02 11:48:42;761;7;4.0;A VISTA;594.3
200;2022-11-02 12:57:42;857;9;2.0;PARCELADO;250.72
1429;2022-11-02 17:26:33;1049;11;4.0;A VISTA;4.12
1136;2022-11-06 12:58:14;465;9;3.0;PARCELADO;2116.27
2191;2022-11-06 13:46:47;551;16;2.0;A VISTA;2319.5
1211;2022-11-08 14:49:24;83;0;4.0;A VISTA;2169.15
1432;2022-11-08 14:55:18;920;4;4.0;A VISTA;1583.17
2448;2022-11-09 09:28:41;429;6;2.0;A VISTA;58.8
2449;2022-11-09 09:28:41;806;1;3.0;A VISTA;43.1
1855;2022-11-09 12:18:28;1380;4;3.0;A VISTA;1284.0
278;2022-11-09 13:35:46;549;14;3.0;A VISTA;28.0
2005;2022-11-09 13:50:22;782;5;3.0;A VISTA;169.05
664;2022-11-10 11:56:13;756;14;3.0;PARCELADO;1239.72
1525;2022-11-13 09:21:23;498;11;4.0;A VISTA;1022.3900000000001
2419;2022-11-13 10:32:16;798;12;4.0;A VISTA;1208.98
673;2022-11-13 13:46:40;681;14;4.0;A VISTA;1135.8
2335;2022-11-15 13:29:31;1141;6;4.0;A VISTA;2401.99
1318;2022-11-16 09:53:12;1396;12;1.0;A VISTA;1682.44
1887;2022-11-16 11:25:10;1333;6;3.0;PARCELADO;1394.2
1111;2022-11-17 11:42:09;908;2;2.0;PARCELADO;224.31
118;2022-11-17 14:52:01;755;11;4.0;A VISTA;228.34
996;2022-11-17 17:13:52;591;8;2.0;A VISTA;3709.88
212;2022-11-18 06:07:32;331;0;3.0;A VISTA;1074.01
2526;2022-11-18 15:50:05;318;8;2.0;A VISTA;2553.13
1277;2022-11-18 17:58:54;876;12;1.0;A VISTA;321.05
1940;2022-11-19 12:14:33;320;4;1.0;A VISTA;381.01
2285;2022-11-19 15:19:32;697;7;4.0;PARCELADO;120.12
1814;2022-11-20 12:07:28;338;14;3.0;PARCELADO;938.49
1504;2022-11-20 14:21:52;577;3;3.0;A VISTA;1320.27
1334;2022-11-21 11:43:24;376;15;3.0;A VISTA;556.8699999999999
1761;2022-11-21 16:47:22;687;11;2.0;A VISTA;1337.77
1197;2022-11-22 17:08:20;645;7;1.0;A VISTA;2724.63
2528;2022-11-23 10:29:58;477;6;4.0;A VISTA;741.31
1786;2022-11-24 16:18:44;34;16;1.0;A VISTA;840.57
848;2022-11-26 10:30:09;1218;16;4.0;A VISTA;478.15
1269;2022-11-26 14:36:35;1374;10;2.0;A VISTA;1162.75
1608;2022-11-27 17:10:35;485;9;1.0;A VISTA;1392.17
1848;2022-11-28 16:23:18;504;9;1.0;PARCELADO;819.4599999999999
2372;2022-11-29 12:28:26;379;10;2.0;A VISTA;12.33
1358;2022-12-01 11:40:57;478;9;4.0;A VISTA;1377.72
2025;2022-12-01 12:40:54;792;5;2.0;A VISTA;203.9
435;2022-12-01 15:02:25;1128;10;4.0;A VISTA;248.22
683;2022-12-02 12:15:02;860;13;4.0;PARCELADO;514.44
2240;2022-12-02 13:16:57;119;12;1.0;A VISTA;1813.6499999999999
1328;2022-12-05 10:43:52;572;12;3.0;PARCELADO;1224.8600000000001
1329;2022-12-05 10:43:52;914;1;4.0;A VISTA;429.84
284;2022-12-05 14:50:57;1107;9;3.0;A VISTA;590.33
1797;2022-12-06 11:08:09;660;12;3.0;A VISTA;1645.1200000000001
184;2022-12-06 13:03:12;505;9;4.0;A VISTA;1138.6
2352;2022-12-06 13:24:37;1041;10;3.0;A VISTA;1359.52
797;2022-12-07 12:40:17;297;16;1.0;A VISTA;7.24
2013;2022-12-09 12:27:13;76;15;3.0;A VISTA;177.97
2014;2022-12-09 12:27:13;546;1;4.0;A VISTA;465.12
1892;2022-12-11 09:31:36;1211;15;3.0;A VISTA;1513.56
933;2022-12-11 15:55:53;1283;6;2.0;A VISTA;1134.8
211;2022-12-12 11:11:25;780;12;2.0;A VISTA;197.7
2110;2022-12-12 14:55:13;834;9;4.0;A VISTA;1159.15
65;2022-12-14 14:44:03;37;13;3.0;PARCELADO;1016.68
1568;2022-12-15 09:04:26;708;10;2.0;PARCELADO;1286.1200000000001
889;2022-12-15 12:10:32;205;6;2.0;A VISTA;753.77
901;2022-12-20 17:02:29;825;5;1.0;A VISTA;2121.03
1770;2022-12-24 14:29:17;648;5;4.0;A VISTA;500.28999999999996
775;2022-12-25 06:24:06;1178;0;3.0;A VISTA;47.4
1672;2022-12-25 15:40:13;635;4;2.0;PARCELADO;892.34
525;2022-12-27 09:41:01;704;16;1.0;A VISTA;825.9799999999999
1581;2022-12-27 12:46:42;519;8;4.0;A VISTA;495.32
667;2022-12-28 15:23:36;723;13;2.0;A VISTA;502.25
1296;2023-01-01 16:18:33;353;6;4.0;A VISTA;1002.8499999999999
1389;2023-01-03 15:27:04;909;3;2.0;A VISTA;122.36
2276;2023-01-05 13:15:32;252;9;4.0;A VISTA;1010.08
661;2023-01-07 11:55:29;173;7;4.0;A VISTA;885.87
1497;2023-01-08 11:41:34;386;10;3.0;A VISTA;1662.56
1995;2023-01-08 17:47:51;564;14;1.0;A VISTA;633.52
1628;2023-01-09 17:34:53;1349;12;2.0;A VISTA;1966.97
2468;2023-01-11 15:55:34;706;16;3.0;PARCELADO;116.16
802;2023-01-13 10:13:33;905;16;1.0;A VISTA;1106.4
2027;2023-01-14 09:15:26;291;12;2.0;A VISTA;2234.91
1878;2023-01-14 10:12:06;671;2;4.0;A VISTA;727.97
547;2023-01-15 14:37:29;857;7;3.0;A VISTA;1197.8400000000001
33;2023-01-19 11:31:11;1325;15;2.0;A VISTA;2414.5699999999997
1307;2023-01-21 10:02:50;731;2;3.0;A VISTA;185.82
1287;2023-01-22 12:41:06;1238;10;4.0;A VISTA;1117.44
356;2023-01-24 14:56:46;315;8;2.0;A VISTA;2586.58
918;2023-01-27 14:53:16;584;11;1.0;A VISTA;931.0699999999999
1950;2023-01-29 13:15:07;706;12;1.0;A VISTA;1023.64
1732;2023-01-31 16:04:19;1096;14;3.0;A VISTA;1470.1
2474;2023-02-01 15:00:14;1039;4;2.0;A VISTA;2668.46
1146;2023-02-02 10:40:52;993;5;4.0;A VISTA;1692.9299999999998
570;2023-02-03 09:13:58;492;10;1.0;A VISTA;1931.03
57;2023-02-07 15:44:37;611;10;1.0;A VISTA;1396.1799999999998
852;2023-02-08 14:16:25;176;3;4.0;PARCELADO;35.57
1050;2023-02-10 01:23:46;90;0;1.0;A VISTA;218.37
1609;2023-02-10 10:54:03;459;13;1.0;A VISTA;1203.69
2300;2023-02-12 21:30:05;1348;0;3.0;A VISTA;697.94
804;2023-02-13 12:15:50;721;8;2.0;A VISTA;2463.48
791;2023-02-14 09:30:45;289;10;4.0;A VISTA;61.260000000000005
1213;2023-02-15 10:52:28;190;10;2.0;A VISTA;2664.7000000000003
1792;2023-02-17 11:41:06;391;10;2.0;PARCELADO;256.34
208;2023-02-18 14:33:13;686;10;1.0;PARCELADO;28.15
2541;2023-02-19 13:51:19;675;0;4.0;A VISTA;1111.42
1499;2023-02-19 15:51:42;1029;4;4.0;PARCELADO;13.36
886;2023-02-21 13:33:33;296;4;1.0;A VISTA;339.05
932;2023-02-21 13:58:07;243;15;1.0;PARCELADO;179.14000000000001
1679;2023-02-21 14:37:40;768;15;1.0;A VISTA;1121.16
1680;2023-02-21 14:37:40;255;1;1.0;A VISTA;1074.11
110;2023-02-22 10:49:13;184;3;4.0;A VISTA;242.58
1986;2023-02-22 11:46:13;444;0;3.0;A VISTA;325.77
888;2023-02-23 11:38:36;320;15;3.0;A VISTA;999.61
1430;2023-02-26 13:27:29;874;5;4.0;A VISTA;553.83
2382;2023-03-04 09:54:23;1386;4;3.0;A VISTA;856.92
2381;2023-03-04 15:55:52;964;0;3.0;PARCELADO;707.81
637;2023-03-05 14:37:56;546;9;3.0;A VISTA;330.51
638;2023-03-05 14:37:56;1124;1;4.0;A VISTA;1177.49
442;2023-03-05 17:13:41;1045;3;1.0;A VISTA;1257.04
2313;2023-03-08 11:56:14;682;12;1.0;A VISTA;211.69
1201;2023-03-08 17:11:47;398;12;4.0;A VISTA;1084.3999999999999
1928;2023-03-11 12:02:29;1076;11;3.0;A VISTA;1256.44
400;2023-03-12 12:16:10;1350;12;4.0;A VISTA;207.14
1524;2023-03-12 12:54:37;406;9;1.0;A VISTA;542.05
1031;2023-03-12 14:09:17;4;6;2.0;PARCELADO;572.05
2202;2023-03-12 15:53:02;570;7;1.0;A VISTA;408.38
2123;2023-03-13 12:35:29;769;16;3.0;A VISTA;1229.94
1722;2023-03-14 15:01:23;288;5;2.0;PARCELADO;1646.06
475;2023-03-15 16:34:41;1205;5;2.0;A VISTA;992.2
197;2023-03-16 13:42:49;155;6;2.0;PARCELADO;1029.04
1072;2023-03-16 17:16:52;94;2;4.0;A VISTA;1251.06
784;2023-03-17 15:09:27;106;8;1.0;PARCELADO;1194.81
1128;2023-03-19 11:32:25;171;8;2.0;A VISTA;3910.52
842;2023-03-19 13:24:24;725;13;4.0;PARCELADO;170.56
192;2023-03-19 13:52:34;118;15;1.0;A VISTA;659.95
640;2023-03-19 16:07:39;1196;11;4.0;PARCELADO;415.95
1771;2023-03-19 17:43:13;991;3;1.0;A VISTA;47.25
1099;2023-03-20 14:21:08;417;5;2.0;A VISTA;1447.3
2367;2023-03-21 12:47:14;1022;16;2.0;A VISTA;1230.85
2356;2023-03-21 14:57:45;469;16;2.0;PARCELADO;192.15
975;2023-03-24 09:45:34;655;9;4.0;A VISTA;1193.2
1001;2023-03-24 12:31:27;642;2;3.0;PARCELADO;1353.6399999999999
1184;2023-03-26 12:04:54;836;4;4.0;PARCELADO;937.6899999999999
394;2023-03-27 16:10:30;356;8;1.0;PARCELADO;231.05
550;2023-03-27 16:53:08;658;11;4.0;PARCELADO;3601.3900000000003
566;2023-03-28 09:44:35;794;16;4.0;PARCELADO;1920.15
1744;2023-03-28 14:54:44;898;6;3.0;A VISTA;61.86
2133;2023-03-29 17:09:35;1273;9;1.0;A VISTA;1407.3200000000002
2338;2023-04-01 16:48:06;710;14;1.0;PARCELADO;750.63
935;2023-04-07 16:48:53;608;5;3.0;PARCELADO;1119.6499999999999
694;2023-04-08 10:39:02;672;14;4.0;A VISTA;107.27
763;2023-04-09 13:10:06;701;0;4.0;A VISTA;74.86
1706;2023-04-11 09:17:38;475;3;2.0;A VISTA;2185.63
548;2023-04-13 14:02:01;985;7;3.0;A VISTA;850.73
1446;2023-04-13 16:32:02;990;10;3.0;A VISTA;234.55
652;2023-04-14 13:22:22;40;12;1.0;PARCELADO;2046.61
836;2023-04-17 11:59:57;938;0;2.0;PARCELADO;1615.35
1870;2023-04-17 14:45:19;628;14;3.0;A VISTA;275.53999999999996
2397;2023-04-17 15:39:38;903;16;4.0;A VISTA;1988.4
2428;2023-04-22 13:37:56;1050;14;2.0;A VISTA;30.67
346;2023-04-23 14:16:26;1084;0;2.0;A VISTA;746.64
102;2023-04-24 09:19:58;301;4;3.0;A VISTA;15.72
1615;2023-04-25 09:08:35;496;5;1.0;A VISTA;10.04
1555;2023-04-25 09:26:33;145;10;4.0;A VISTA;54.72
1193;2023-04-25 13:46:45;219;10;1.0;PARCELADO;1945.2
846;2023-04-25 17:19:39;1349;11;4.0;PARCELADO;1072.1799999999998
847;2023-04-25 17:19:39;1344;1;4.0;A VISTA;1489.8600000000001
1491;2023-04-26 10:31:49;573;0;2.0;PARCELADO;65.14
1869;2023-04-28 19:11:47;1178;0;4.0;A VISTA;125.62
1637;2023-04-29 12:13:40;1357;4;2.0;A VISTA;607.88
1400;2023-04-29 15:44:36;889;4;3.0;PARCELADO;1120.6999999999998
269;2023-04-30 11:06:14;804;5;3.0;A VISTA;1180.15
2239;2023-04-30 11:14:05;215;2;1.0;A VISTA;147.47
2317;2023-05-02 11:10:09;45;2;4.0;A VISTA;1754.6
45;2023-05-02 17:34:26;136;8;1.0;A VISTA;922.59
2102;2023-05-03 11:21:19;881;0;4.0;A VISTA;1852.6699999999998
964;2023-05-05 11:08:28;1007;15;3.0;A VISTA;416.66
185;2023-05-08 11:26:51;130;4;2.0;A VISTA;58.51
2431;2023-05-08 17:35:00;1337;2;4.0;A VISTA;1077.19
2432;2023-05-08 17:35:00;1108;1;3.0;A VISTA;1951.52
994;2023-05-09 09:53:27;1370;2;4.0;PARCELADO;394.25
1335;2023-05-09 15:55:34;886;11;3.0;A VISTA;410.05
1116;2023-05-15 11:12:27;1012;12;2.0;A VISTA;334.5
2293;2023-05-19 11:30:51;1142;6;1.0;A VISTA;1068.28
2294;2023-05-19 11:30:51;667;1;3.0;A VISTA;381.71999999999997
2167;2023-05-20 18:46:33;404;0;1.0;PARCELADO;1173.0
891;2023-05-21 10:22:21;536;4;1.0;A VISTA;21.23
2359;2023-05-22 15:45:18;548;5;2.0;A VISTA;891.57
2161;2023-05-22 17:28:23;471;3;2.0;PARCELADO;1227.2
1541;2023-05-24 12:54:15;1015;6;4.0;PARCELADO;2853.3599999999997
794;2023-05-25 14:09:51;96;5;2.0;A VISTA;4017.33
542;2023-05-26 11:35:28;1391;2;1.0;A VISTA;1030.18
1676;2023-05-29 11:17:35;1140;16;4.0;A VISTA;1164.72
1677;2023-05-29 11:17:35;980;1;1.0;A VISTA;70.65
494;2023-05-29 12:53:32;786;14;4.0;PARCELADO;387.42
565;2023-05-29 17:49:33;796;6;2.0;A VISTA;952.9799999999999
2299;2023-05-30 09:38:07;666;7;1.0;A VISTA;566.37
2287;2023-05-30 16:52:25;608;6;3.0;A VISTA;566.72
483;2023-05-31 13:41:37;579;5;2.0;A VISTA;1045.59
1969;2023-05-31 14:46:31;1364;8;1.0;A VISTA;912.8
147;2023-06-02 15:53:33;483;15;3.0;A VISTA;833.4000000000001
1409;2023-06-03 14:05:05;763;14;3.0;A VISTA;805.74
1455;2023-06-05 12:06:22;219;4;3.0;PARCELADO;344.83000000000004
1456;2023-06-05 12:06:22;506;1;2.0;A VISTA;570.8
114;2023-06-05 12:51:05;984;4;4.0;PARCELADO;438.41999999999996
137;2023-06-08 17:40:14;9;14;2.0;PARCELADO;1536.75
2016;2023-06-10 12:05:31;461;5;3.0;PARCELADO;1818.57
2017;2023-06-10 12:05:31;134;1;3.0;A VISTA;668.88
1774;2023-06-10 13:08:51;770;6;4.0;A VISTA;538.5
2472;2023-06-10 16:22:56;624;10;3.0;A VISTA;1656.15
40;2023-06-11 10:41:57;551;14;2.0;A VISTA;244.35
1934;2023-06-11 13:25:43;691;9;4.0;A VISTA;1921.9099999999999
360;2023-06-12 11:39:58;736;8;3.0;A VISTA;1193.97
1711;2023-06-13 11:58:33;79;15;1.0;PARCELADO;1514.19
2170;2023-06-13 13:26:32;771;6;4.0;A VISTA;1043.19
1073;2023-06-14 09:04:18;1326;12;1.0;A VISTA;933.86
584;2023-06-18 10:48:34;134;11;1.0;A VISTA;902.8299999999999
569;2023-06-19 09:09:58;526;14;2.0;A VISTA;1177.56
699;2023-06-19 11:24:55;5;11;4.0;A VISTA;699.6899999999999
2067;2023-06-24 10:46:41;639;5;3.0;A VISTA;1496.74
8;2023-06-28 10:51:25;321;13;4.0;A VISTA;1269.49
268;2023-06-28 15:35:22;780;13;4.0;A VISTA;1291.28
419;2023-06-28 17:34:16;1359;9;2.0;PARCELADO;2944.73
420;2023-06-28 17:34:16;413;1;2.0;A VISTA;219.63
2532;2023-06-29 15:20:04;318;16;3.0;A VISTA;1082.22
1873;2023-06-30 09:31:32;866;6;2.0;A VISTA;1603.44
1326;2023-06-30 15:56:55;289;11;4.0;A VISTA;110.92
1327;2023-06-30 15:56:55;1283;1;3.0;A VISTA;1203.45
748;2023-07-01 16:20:47;191;6;2.0;PARCELADO;178.29
769;2023-07-01 17:13:22;1077;14;1.0;A VISTA;1172.07
215;2023-07-02 12:44:03;910;9;1.0;A VISTA;1420.85
2227;2023-07-02 14:17:10;159;2;2.0;A VISTA;1308.63
2228;2023-07-02 14:17:10;1150;1;2.0;PARCELADO;34.56
1793;2023-07-05 15:33:52;1301;6;4.0;A VISTA;658.8199999999999
1251;2023-07-06 11:03:15;798;6;1.0;A VISTA;426.95
1348;2023-07-07 10:41:20;62;16;1.0;A VISTA;436.78999999999996
2298;2023-07-09 09:04:35;430;10;4.0;A VISTA;515.5600000000001
579;2023-07-14 09:12:20;1340;12;3.0;A VISTA;660.66
949;2023-07-17 12:00:57;342;2;1.0;A VISTA;78.32
2502;2023-07-17 17:24:48;562;3;3.0;A VISTA;712.62
313;2023-07-18 12:44:24;978;9;3.0;A VISTA;1047.22
2274;2023-07-19 11:53:10;1291;6;1.0;A VISTA;1470.3999999999999
2275;2023-07-19 11:53:10;983;1;1.0;A VISTA;1761.61
1503;2023-07-20 16:28:27;377;9;4.0;A VISTA;617.44
2350;2023-07-21 17:15:01;595;6;3.0;PARCELADO;7.47
2351;2023-07-21 17:15:01;988;1;2.0;A VISTA;2045.55
2020;2023-07-23 12:05:25;1076;8;4.0;PARCELADO;441.86
1305;2023-07-23 19:22:49;930;0;1.0;A VISTA;2264.19
1939;2023-07-24 13:29:00;919;15;3.0;PARCELADO;1138.8600000000001
398;2023-07-24 15:15:17;101;10;2.0;A VISTA;1615.06
472;2023-07-25 15:22:26;326;9;3.0;A VISTA;16.56
1373;2023-07-25 16:11:22;341;11;3.0;A VISTA;2526.96
760;2023-07-27 10:15:52;127;7;3.0;PARCELADO;503.84000000000003
